termin	predlog	padezh	chastota	logDice
пересечение	о	Loc	18	6.04
расстояние	из	Gen	18	4.2
количество	к	Dat	18	4.72
объединение	относительно	Gen	18	7.45
объединение	для	Gen	18	4.34
пространство	от	Gen	18	4.75
раздел	для	Gen	18	4.3
наука	с	Ins	18	4.11
основа	по	Dat	18	4.54
пункт	для	Gen	18	4.36
вектор	в	Loc	18	2.39
комбинация	в	Loc	18	2.47
соотношение	о	Loc	18	5.87
диаграмма	с	Gen	18	5.56
счёт	при	Loc	18	6.21
ребро	с	Gen	18	5.04
графа	о	Loc	18	6.14
треугольник	о	Loc	18	5.58
треугольник	с	Gen	18	5.2
поверхность	о	Loc	18	5.98
поверхность	с	Gen	18	5.49
день	после	Gen	18	6.86
матрица	от	Gen	18	5.31
ожидание	от	Gen	18	5.88
ожидание	в	Loc	18	2.46
отражение	с	Ins	18	4.49
фигура	на	Acc	18	4.93
разложение	на	Acc	18	4.87
кубик	на	Acc	18	5.0
сфера	о	Loc	18	6.22
ящик	в	Gen	18	6.1
проблема	-	Gen	17	6.84
проблема	за	Gen	17	6.61
проблема	от	Gen	17	5.45
лекция	в	Gen	17	5.52
год	с	Ins	17	2.81
вид	о	Loc	17	4.82
коэффициент	в	Gen	17	5.4
коэффициент	в	Acc	17	4.29
тройка	на	Acc	17	4.89
ответ	при	Loc	17	5.46
теорема	для	Gen	17	3.79
случай	с	Gen	17	4.33
начало	в	Ins	17	6.78
шаг	при	Loc	17	5.56
группа	с	Gen	17	4.43
представление	от	Gen	17	5.56
программа	от	Gen	17	5.59
программа	с	Gen	17	5.39
работа	за	Ins	17	5.43
подмножество	в	Gen	17	5.47
гипотеза	по	Dat	17	4.41
правило	на	Acc	17	4.62
условие	в	Gen	17	5.08
свойство	в	Loc	17	2.28
язык	на	Nom	17	6.08
анализ	с	Gen	17	5.18
идея	по	Dat	17	4.47
результат	для	Gen	17	3.93
направление	на	Loc	17	4.45
автор	от	Gen	17	5.56
предмет	с	Ins	17	4.38
слово	при	Loc	17	4.81
отображение	об	Loc	17	6.09
сила	от	Gen	17	5.52
место	с	Ins	17	4.13
операция	в	Acc	17	4.3
символ	до	Gen	17	6.24
символ	в	Loc	17	2.36
знак	в	Gen	17	5.64
конструкция	с	Gen	17	5.55
схема	о	Loc	17	5.89
предположение	согласно	Dat	17	7.64
предположение	от	Gen	17	5.8
момент	из	Gen	17	4.13
прямоугольник	к	Dat	17	5.17
цикл	в	Gen	17	5.45
мера	на	Gen	17	6.06
мера	до	Gen	17	5.8
оценка	на	Acc	17	4.65
дерево	в	Loc	17	2.33
команда	на	Gen	17	7.09
раз	за	Ins	17	6.07
раз	до	Gen	17	5.56
ход	в	Gen	17	5.69
прогрессия	для	Gen	17	4.31
ряд	с	Gen	17	5.07
вероятность	из	Gen	17	3.73
пересечение	относительно	Gen	17	7.0
граница	из	Gen	17	4.14
ситуация	в	Gen	17	5.9
термин	с	Ins	17	4.35
количество	в	Acc	17	4.16
позиция	по	Dat	17	4.54
область	между	Ins	17	5.64
область	в	Gen	17	5.16
структура	от	Gen	17	5.61
структура	на	Loc	17	4.43
основа	в	Gen	17	5.64
мир	от	Gen	17	5.53
качество	от	Gen	17	5.46
равенство	от	Gen	17	5.32
окружность	о	Loc	17	5.76
остаток	от	Gen	17	5.71
соотношение	от	Gen	17	5.53
столбец	на	Acc	17	4.88
стратегия	из	Gen	17	4.22
линия	в	Gen	17	5.7
график	с	Ins	17	4.39
рисунок	на	Acc	17	4.83
клетка	без	Gen	17	6.72
поверхность	в	Loc	17	2.36
распределение	в	Gen	17	5.3
многоугольник	в	Acc	17	4.52
год	для	Gen	16	2.69
вид	про	Acc	16	5.18
число	𝑛	Gen	16	3.02
число	за	Gen	16	3.01
книга	о	Loc	16	5.34
квадрат	в	Gen	16	5.31
вопрос	от	Gen	16	5.07
множество	вне	Gen	16	4.15
параметр	к	Dat	16	4.91
представление	с	Gen	16	5.27
представление	в	Acc	16	4.3
работа	помимо	Gen	16	5.4
правило	к	Dat	16	4.76
сложение	о	Loc	16	6.05
степень	к	Dat	16	4.45
свойство	согласно	Dat	16	5.7
курс	после	Gen	16	6.49
текст	без	Gen	16	6.48
система	над	Ins	16	4.93
функция	про	Acc	16	4.18
половина	на	Gen	16	6.8
рассуждение	к	Dat	16	5.01
основание	из	Gen	16	4.09
математика	на	Loc	16	3.91
изменение	в	Loc	16	2.29
предмет	об	Loc	16	7.5
предмет	о	Loc	16	6.05
название	по	Dat	16	4.41
поле	через	Acc	16	5.42
поле	по	Dat	16	4.04
связь	со	Ins	16	6.35
связь	из	Gen	16	4.03
слово	вместо	Gen	16	5.24
единица	без	Gen	16	5.88
внимание	с	Ins	16	4.31
точка	после	Gen	16	4.3
сила	к	Dat	16	4.86
лемма	на	Acc	16	4.71
лемма	на	Loc	16	4.38
длина	до	Gen	16	5.31
член	в	Gen	16	5.12
индукция	при	Gen	16	7.42
базис	на	Loc	16	4.36
композиция	в	Loc	16	2.29
тип	на	Loc	16	4.26
размер	к	Dat	16	4.84
неравенство	согласно	Dat	16	6.46
оценка	об	Loc	16	6.47
дерево	от	Gen	16	5.32
команда	с	Ins	16	4.31
путь	с	Gen	16	4.89
цифра	по	Gen	16	6.49
цифра	в	Gen	16	5.35
переход	на	Acc	16	4.75
корень	в	Loc	16	2.26
пересечение	для	Gen	16	4.12
ситуация	в	Acc	16	4.41
пара	без	Gen	16	5.77
аксиома	с	Ins	16	4.31
цепь	на	Loc	16	4.46
противоречие	в	Acc	16	4.46
мир	между	Ins	16	6.18
состояние	на	Loc	16	4.32
соответствие	на	Acc	16	4.73
равенство	в	Gen	16	5.27
пункт	до	Gen	16	6.49
пункт	на	Loc	16	4.45
окружность	между	Ins	16	6.14
остаток	на	Gen	16	6.67
остаток	в	Loc	16	2.28
делитель	с	Ins	16	4.29
вектор	над	Ins	16	5.83
цель	от	Gen	16	5.69
угол	через	Acc	16	6.26
угол	при	Loc	16	5.57
площадь	о	Loc	16	5.88
соотношение	на	Acc	16	4.62
совокупность	по	Dat	16	4.52
стратегия	от	Gen	16	5.79
линия	от	Gen	16	5.56
грань	к	Dat	16	4.97
изучение	на	Loc	16	4.43
ребро	среди	Gen	16	5.83
занятие	в	Gen	16	5.85
планета	для	Gen	16	4.22
цвет	на	Acc	16	4.61
треугольник	вокруг	Gen	16	6.29
треугольник	по	Dat	16	4.22
клетка	по	Gen	16	7.14
перестановка	на	Acc	16	4.66
орёл	с	Ins	16	4.35
распределение	относительно	Gen	16	6.05
фигура	в	Acc	16	4.39
многоугольник	на	Acc	16	4.81
стрелка	для	Gen	16	4.17
кубик	у	Gen	16	7.22
сфера	по	Dat	16	4.47
решётка	по	Dat	16	4.49
лекция	внутри	Gen	15	6.59
лекция	после	Gen	15	6.38
лекция	за	Acc	15	5.89
год	с	Loc	15	3.18
коэффициент	по	Dat	15	4.16
задача	про	Acc	15	4.05
задача	со	Ins	15	3.96
пример	от	Gen	15	4.79
теорема	в	Acc	15	3.77
сумма	через	Acc	15	5.11
сумма	между	Ins	15	5.03
смысл	из	Gen	15	3.95
параметр	между	Ins	15	6.21
элемент	над	Ins	15	4.82
понятие	в	Loc	15	2.16
алгоритм	на	Loc	15	3.84
правило	при	Gen	15	6.39
правило	в	Loc	15	2.15
свойство	за	Gen	15	5.58
отношение	о	Loc	15	5.5
очередь	из	Gen	15	4.03
курс	за	Acc	15	5.9
г.	около	Gen	15	6.43
язык	от	Gen	15	4.94
доказательство	после	Gen	15	5.25
доказательство	над	Ins	15	5.15
доказательство	до	Gen	15	4.97
формула	в	Ins	15	5.3
формула	до	Gen	15	4.93
идея	от	Gen	15	5.45
компьютер	до	Gen	15	6.44
компьютер	к	Dat	15	4.99
запись	на	Acc	15	4.59
основание	от	Gen	15	5.56
ошибка	за	Gen	15	7.08
исследование	из	Gen	15	3.87
название	от	Gen	15	5.5
связь	по	Dat	15	4.27
слово	за	Acc	15	4.85
отображение	с	Gen	15	4.86
отображение	на	Loc	15	4.05
список	со	Ins	15	6.34
список	к	Dat	15	4.83
точка	в	Dat	15	4.29
лемма	с	Ins	15	4.15
символ	от	Gen	15	5.45
знак	для	Gen	15	4.0
обозначение	при	Loc	15	5.77
конструкция	по	Dat	15	4.36
алгебра	между	Ins	15	5.98
многочлен	через	Acc	15	6.06
произведение	через	Acc	15	5.74
базис	из	Gen	15	3.96
композиция	относительно	Gen	15	7.31
класс	внутри	Gen	15	5.74
константа	из	Gen	15	4.03
способ	на	Acc	15	4.2
тип	п	Gen	15	6.51
размер	до	Gen	15	5.86
мера	о	Loc	15	5.38
мера	от	Gen	15	5.15
сложность	от	Gen	15	5.35
оценка	о	Loc	15	5.49
оценка	от	Gen	15	5.25
бит	до	Gen	15	6.3
вычисление	с	Gen	15	5.08
вычисление	на	Loc	15	4.17
цифра	на	Gen	15	5.98
цифра	о	Loc	15	5.45
преобразование	через	Acc	15	6.21
корень	между	Ins	15	6.0
отрезок	о	Loc	15	5.59
термин	под	Ins	15	6.93
глава	в	Acc	15	4.16
объединение	при	Loc	15	5.85
пространство	про	Acc	15	5.07
человек	на	Gen	15	5.93
шар	среди	Gen	15	7.09
данных	о	Loc	15	5.7
окружность	вне	Gen	15	6.79
код	в	Gen	15	5.52
комбинация	на	Acc	15	4.71
соотношение	при	Loc	15	5.53
столбец	в	Gen	15	5.73
диаграмма	по	Dat	15	4.32
игрок	между	Ins	15	6.51
дробь	к	Dat	15	4.96
дробь	для	Gen	15	4.08
грань	в	Gen	15	5.57
занятие	на	Gen	15	6.92
занятие	в	Acc	15	4.33
город	с	Ins	15	4.15
перестановка	о	Loc	15	5.7
частота	на	Acc	15	4.71
частота	по	Dat	15	4.4
исход	при	Loc	15	5.88
автомат	с	Ins	15	4.2
решётка	в	Acc	15	4.33
решётка	с	Ins	15	4.22
лекция	между	Ins	14	5.89
лекция	до	Gen	14	5.72
год	о	Loc	14	2.93
решение	между	Ins	14	4.6
математик	на	Acc	14	4.27
век	за	Gen	14	6.66
сторона	вдоль	Gen	14	5.88
сторона	у	Gen	14	5.55
ответ	после	Gen	14	5.94
ответ	за	Acc	14	5.54
ответ	до	Gen	14	5.48
теорема	от	Gen	14	4.45
случай	на	Loc	14	3.51
начало	за	Acc	14	5.79
множество	об	Loc	14	3.91
определение	после	Gen	14	5.14
факт	к	Dat	14	4.81
правило	в	Acc	14	4.02
условие	в	Ins	14	5.6
условие	об	Loc	14	5.53
нуль	по	Dat	14	4.06
г.	от	Gen	14	5.09
доказательство	по	Dat	14	3.78
функция	над	Ins	14	3.92
теория	в	Gen	14	4.27
утверждение	после	Gen	14	5.59
половина	для	Gen	14	3.97
рассуждение	для	Gen	14	3.96
скорость	к	Dat	14	4.76
запись	к	Dat	14	4.75
основание	для	Gen	14	3.96
ошибка	-	Gen	14	7.35
исследование	на	Loc	14	4.05
информация	по	Dat	14	4.17
предмет	к	Dat	14	4.86
предмет	для	Gen	14	3.98
образ	на	Loc	14	3.73
поле	у	Gen	14	5.22
поле	в	Gen	14	4.71
строка	на	Gen	14	5.86
список	для	Gen	14	3.91
сила	против	Gen	14	6.72
сила	для	Gen	14	3.88
операция	на	Loc	14	4.05
символ	над	Ins	14	6.37
знак	без	Gen	14	6.31
конструкция	на	Loc	14	4.22
длина	в	Loc	14	2.0
помощь	для	Gen	14	3.79
схема	у	Gen	14	6.33
схема	в	Gen	14	5.39
умножение	вместо	Gen	14	6.78
многочлен	с	Gen	14	4.95
класс	в	Gen	14	4.82
цикл	на	Gen	14	5.89
цикл	до	Gen	14	5.61
оценка	в	Acc	14	4.05
бит	по	Gen	14	7.44
вершина	кроме	Gen	14	4.78
команда	по	Dat	14	4.29
действие	от	Gen	14	5.37
путь	у	Gen	14	5.49
преобразование	на	Loc	14	4.1
корень	на	Loc	14	4.09
движение	в	Gen	14	5.27
ряд	между	Ins	14	5.51
отрезок	на	Gen	14	6.09
отрезок	от	Gen	14	5.23
край	на	Acc	14	4.65
граница	до	Gen	14	5.97
граница	о	Loc	14	5.65
граница	для	Gen	14	3.92
количество	за	Gen	14	5.61
деление	без	Gen	14	6.59
шар	внутри	Gen	14	7.18
модель	по	Ins	14	6.05
мир	для	Gen	14	3.88
разбиение	к	Dat	14	4.79
соответствие	о	Loc	14	5.76
качество	с	Ins	14	3.96
окружность	от	Gen	14	5.23
делитель	из	Gen	14	3.92
комбинация	в	Acc	14	4.23
комбинация	для	Gen	14	4.0
применение	без	Gen	14	6.38
величина	через	Acc	14	5.26
стратегия	при	Loc	14	5.84
стратегия	для	Gen	14	4.0
читатель	на	Acc	14	4.63
линия	о	Loc	14	5.65
график	на	Acc	14	4.6
грань	по	Gen	14	7.11
граф	про	Acc	14	4.24
ребро	к	Dat	14	4.37
картинка	без	Gen	14	7.03
т	к	Dat	14	4.49
маршрут	на	Loc	14	4.3
школьник	у	Gen	14	7.05
школьник	на	Acc	14	4.64
цвет	для	Gen	14	3.87
клетка	между	Ins	14	6.18
поверхность	над	Ins	14	6.34
перестановка	после	Gen	14	6.57
перестановка	от	Gen	14	5.32
орёл	до	Gen	14	6.53
матрица	по	Dat	14	4.0
ожидание	о	Loc	14	5.84
фигура	у	Gen	14	6.71
стрелка	в	Acc	14	4.2
стрелка	с	Ins	14	4.09
исход	от	Gen	14	5.55
исход	в	Loc	14	2.1
уравнение	в	Ins	13	4.95
проблема	в	Acc	13	3.95
лекция	под	Acc	13	6.51
год	до	Acc	13	2.97
вид	под	Ins	13	4.8
задача	среди	Gen	13	3.83
книга	по	Gen	13	5.82
ответ	без	Gen	13	5.69
случай	на	Gen	13	4.37
множество	c	Gen	13	3.85
параметр	при	Loc	13	5.42
определение	под	Acc	13	5.17
определение	на	Loc	13	3.64
элемент	об	Loc	13	4.72
подмножество	к	Dat	13	4.49
значение	с	Gen	13	4.15
гипотеза	на	Acc	13	4.3
понятие	о	Loc	13	5.32
понятие	в	Acc	13	3.95
алгоритм	по	Ins	13	5.13
нуль	на	Gen	13	5.69
студент	на	Acc	13	4.49
курс	со	Gen	13	6.35
система	относительно	Gen	13	4.71
доказательство	с	Gen	13	4.32
функция	среди	Gen	13	3.87
утверждение	согласно	Dat	13	5.58
утверждение	у	Gen	13	5.35
закон	в	Acc	13	3.99
направление	на	Acc	13	4.39
направление	в	Acc	13	4.04
запись	в	Gen	13	5.32
основание	в	Acc	13	4.07
информация	для	Gen	13	3.79
буква	над	Ins	13	5.91
буква	до	Gen	13	5.57
образ	по	Dat	13	3.65
образ	в	Acc	13	3.61
поле	без	Gen	13	5.13
строка	между	Ins	13	5.64
строка	до	Gen	13	5.48
слово	c	Gen	13	4.98
единица	минус	Gen	13	5.99
единица	после	Gen	13	5.72
единица	между	Ins	13	5.42
точка	вместо	Gen	13	4.05
точка	по	Gen	13	4.05
точка	со	Ins	13	3.93
символ	по	Dat	13	4.09
конструкция	про	Acc	13	7.2
длина	между	Ins	13	5.12
член	на	Nom	13	5.8
член	о	Loc	13	4.98
модуль	на	Acc	13	4.36
существование	за	Acc	13	6.14
умножение	путем	Gen	13	6.87
умножение	на	Acc	13	4.35
базис	относительно	Gen	13	6.57
момент	после	Gen	13	6.47
выражение	над	Ins	13	6.31
способ	со	Ins	13	5.13
размер	при	Loc	13	5.3
цикл	внутри	Gen	13	6.21
множитель	для	Gen	13	3.87
оценка	между	Ins	13	5.72
точность	о	Loc	13	5.53
бит	за	Ins	13	7.33
бит	в	Gen	13	5.47
дерево	между	Ins	13	5.68
вычисление	после	Gen	13	6.11
путь	к	Gen	13	5.73
цифра	без	Gen	13	5.84
круг	в	Gen	13	5.38
переход	из	Gen	13	3.8
ряд	после	Gen	13	5.69
ряд	у	Gen	13	5.53
